,hand,flowers,score,wind,dir,flowernum,pairs,pongs,kongs,halfchi,suites missing
59133,"['tong2', 'tong2', 'tong3', 'tong8', 'tong9', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'wan6', 'wan8', 'dong', 'hz']",[],12,4,4,0,3,0,0,5,0
59134,"['tong9', 'tiao9', 'wan2', 'wan4', 'wan4', 'wan5', 'wan6', 'wan8', 'wan9', 'xi', 'hz', 'fc', 'fc']","['flower1', 'flower4']",12,2,1,2,2,0,0,6,0
59135,"['tong4', 'tong5', 'tong8', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao3', 'wan1', 'wan1', 'wan4', 'wan8', 'nan']",['flower3'],9,1,4,1,3,0,0,3,0
59136,"['tong1', 'tong1', 'tong3', 'tong4', 'tiao1', 'tiao3', 'tiao3', 'tiao4', 'tiao7', 'tiao8', 'tiao8', 'wan1', 'xi']",['flower1'],14,3,1,1,3,0,0,7,0
59137,"['tong1', 'tong4', 'tong5', 'tong6', 'tiao2', 'tiao2', 'tiao4', 'tiao4', 'tiao5', 'tiao9', 'wan1', 'wan5', 'wan8']","['flower1', 'flower2']",12,2,1,2,2,0,0,6,0
59138,"['tong1', 'tong5', 'tong5', 'tong6', 'wan3', 'wan4', 'wan5', 'wan6', 'wan8', 'wan9', 'xi', 'bb', 'bb']",[],17,3,1,0,2,0,0,7,1
59139,"['tong5', 'tong5', 'tong7', 'tong9', 'tiao2', 'tiao8', 'wan3', 'wan5', 'wan6', 'wan6', 'dong', 'nan', 'hz']",[],10,1,2,0,2,0,0,5,0
59140,"['tong2', 'tong3', 'tong5', 'tong7', 'tong8', 'tiao1', 'tiao2', 'wan1', 'wan2', 'wan6', 'wan7', 'nan', 'xi']",['flower1'],7,3,3,1,0,0,0,7,0
59141,"['tong7', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao5', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan6', 'bb', 'fc']","['flower2', 'flower3']",11,1,2,2,1,0,0,8,0
59142,"['tong3', 'tong6', 'tiao1', 'tiao4', 'tiao9', 'wan4', 'wan6', 'wan6', 'wan7', 'nan', 'nan', 'nan', 'xi']",[],13,4,4,0,2,1,0,3,0
59143,"['tong1', 'tong3', 'tong7', 'tong7', 'tong9', 'tiao4', 'tiao8', 'tiao9', 'wan5', 'wan8', 'xi', 'fc', 'fc']",['flower2'],9,4,1,1,2,0,0,4,0
59144,"['tong2', 'tong5', 'tong6', 'tong8', 'tiao1', 'tiao3', 'tiao8', 'tiao9', 'wan1', 'wan5', 'wan6', 'wan8', 'xi']",[],7,1,2,0,0,0,0,6,0
59145,"['tong1', 'tong6', 'tong8', 'tiao1', 'tiao3', 'tiao9', 'wan5', 'wan7', 'wan8', 'wan9', 'dong', 'nan', 'xi']","['flower1', 'flower2']",5,4,3,2,0,0,0,5,0
59146,"['tong1', 'tong3', 'tong4', 'tong5', 'tong5', 'tong8', 'tong9', 'tiao1', 'tiao4', 'wan2', 'wan6', 'dong', 'hz']","['flower2', 'flower3']",7,1,3,2,1,0,0,4,0
59147,"['tong1', 'tong1', 'tong3', 'tong6', 'tong9', 'tiao1', 'tiao5', 'tiao5', 'tiao5', 'wan3', 'wan6', 'wan7', 'fc']",[],11,4,3,0,2,1,0,3,0
59148,"['tong2', 'tong8', 'tong8', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao5', 'tiao6', 'wan4', 'wan7', 'dong', 'xi']",[],10,1,2,0,1,1,0,4,0
59149,"['tong2', 'tong9', 'tiao3', 'tiao8', 'wan1', 'wan5', 'wan5', 'wan9', 'wan9', 'nan', 'xi', 'bb', 'fc']","['flower1', 'flower1']",4,4,3,2,2,0,0,0,0
59150,"['tong2', 'tong8', 'tong8', 'tiao2', 'tiao6', 'wan3', 'wan7', 'wan8', 'dong', 'dong', 'nan', 'xi', 'fc']",['flower2'],6,3,4,1,2,0,0,1,0
59151,"['tong1', 'tong3', 'tong8', 'tong9', 'tiao2', 'tiao3', 'tiao8', 'wan3', 'wan4', 'wan9', 'nan', 'bb', 'fc']",['flower3'],4,1,1,1,0,0,0,4,0
59152,"['tong2', 'tong4', 'tong4', 'tong8', 'tong9', 'tong9', 'tiao7', 'wan2', 'wan9', 'dong', 'nan', 'nan', 'nan']",[],14,1,3,0,3,1,0,2,0
59153,"['tong4', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'tiao9', 'wan3', 'bb']",[],10,1,2,0,1,0,0,7,0
59154,"['tong1', 'tong3', 'tong7', 'tiao6', 'tiao7', 'tiao7', 'tiao7', 'wan1', 'wan2', 'wan3', 'wan7', 'xi', 'bb']",['flower2'],10,2,4,1,1,1,0,4,0
59155,"['tong4', 'tong4', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao6', 'wan1', 'wan3', 'wan8', 'bei', 'hz', 'bb']",['flower2'],6,2,3,1,1,0,0,3,0
59156,"['tong1', 'tong4', 'tong7', 'tong8', 'tiao3', 'tiao5', 'tiao8', 'wan3', 'wan4', 'wan6', 'wan7', 'xi', 'xi']","['flower1', 'flower3']",8,4,2,2,1,0,0,5,0
59157,"['tong3', 'tong4', 'tong8', 'tiao4', 'tiao5', 'tiao6', 'tiao9', 'wan4', 'wan8', 'nan', 'xi', 'hz', 'fc']",[],4,4,2,0,0,0,0,3,0
59158,"['tong4', 'tong5', 'tong5', 'tiao1', 'tiao2', 'tiao4', 'tiao4', 'tiao5', 'wan3', 'wan5', 'wan8', 'bb', 'fc']",['flower1'],11,4,1,1,2,0,0,6,0
59159,"['tong2', 'tong3', 'tong6', 'tong6', 'tong9', 'tiao8', 'wan1', 'wan2', 'wan5', 'wan5', 'wan7', 'nan', 'bb']",[],9,2,1,0,2,0,0,4,0
59160,"['tong1', 'tong5', 'tong8', 'tiao6', 'tiao6', 'tiao8', 'tiao8', 'tiao9', 'wan3', 'wan5', 'wan7', 'wan8', 'hz']","['flower2', 'flower4']",11,1,1,2,2,0,0,7,0
59161,"['tong5', 'tong7', 'tong8', 'tong9', 'tiao2', 'tiao3', 'tiao4', 'tiao6', 'tiao9', 'wan1', 'wan7', 'dong', 'bei']",[],7,4,3,0,0,0,0,6,0
59162,"['tong3', 'tong4', 'tiao3', 'tiao3', 'tiao4', 'tiao6', 'tiao9', 'wan2', 'wan4', 'wan4', 'bei', 'bb', 'fc']","['flower4', 'flower4']",9,1,1,2,2,0,0,5,0
59163,"['tong9', 'tong9', 'tiao9', 'wan3', 'wan3', 'wan5', 'wan5', 'wan6', 'bei', 'hz', 'bb', 'fc', 'fc']",[],14,2,4,0,4,0,0,4,0
59164,"['tong2', 'tong4', 'tong6', 'tong8', 'tong9', 'tiao6', 'wan2', 'wan3', 'wan3', 'wan5', 'wan6', 'dong', 'xi']",[],11,4,1,0,1,0,0,8,0
59165,"['tong1', 'tong4', 'tong6', 'tong7', 'tong9', 'tiao4', 'tiao9', 'wan3', 'wan8', 'dong', 'dong', 'nan', 'bb']",[],7,4,1,0,1,0,0,3,0
59166,"['tong1', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao4', 'tiao9', 'wan2', 'wan2', 'wan4', 'xi', 'hz', 'fc']",[],7,4,4,0,1,0,0,4,0
59167,"['tiao1', 'tiao3', 'tiao6', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan9', 'dong', 'dong', 'xi', 'hz', 'fc']",['flower3'],12,1,3,1,1,0,0,4,1
59168,"['tong2', 'tong5', 'tong5', 'tong9', 'tiao1', 'tiao5', 'tiao6', 'tiao7', 'wan1', 'wan7', 'dong', 'nan', 'bei']",['flower4'],4,1,2,1,1,0,0,2,0
59169,"['tong2', 'tong6', 'tong7', 'tong7', 'tiao4', 'wan2', 'wan3', 'wan4', 'wan7', 'wan7', 'dong', 'hz', 'fc']",['flower2'],8,2,4,1,2,0,0,3,0
59170,"['tong7', 'tong9', 'tiao2', 'tiao5', 'tiao6', 'tiao7', 'wan1', 'wan1', 'wan4', 'wan7', 'bei', 'hz', 'fc']",[],6,3,1,0,1,0,0,3,0
59171,"['tong1', 'tong4', 'tong9', 'tiao1', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan6', 'wan9', 'xi', 'bei']",['flower4'],2,2,1,1,0,0,0,2,0
59172,"['tong5', 'tong8', 'tong8', 'tong9', 'tiao2', 'tiao3', 'tiao8', 'wan1', 'wan3', 'wan9', 'dong', 'xi', 'hz']",['flower3'],6,2,4,1,1,0,0,4,0
59173,"['tong4', 'tong4', 'tong6', 'tiao1', 'tiao1', 'tiao2', 'tiao4', 'tiao6', 'tiao7', 'tiao7', 'wan3', 'wan5', 'bb']",[],15,4,4,0,3,0,0,8,0
59174,"['tong3', 'tong4', 'tong5', 'tong6', 'tong6', 'tiao1', 'tiao4', 'tiao6', 'wan2', 'wan7', 'wan9', 'nan', 'bei']",[],8,4,3,0,1,0,0,5,0
59175,"['tong4', 'tong5', 'tong5', 'tong7', 'tiao6', 'tiao7', 'tiao9', 'wan3', 'xi', 'hz', 'bb', 'fc', 'fc']",[],11,2,1,0,2,0,0,5,0
59176,"['tong1', 'tong2', 'tong4', 'tong5', 'tong5', 'tong8', 'tiao2', 'wan2', 'dong', 'xi', 'bei', 'hz', 'bb']","['flower1', 'flower4', 'flower4']",7,4,4,3,1,0,0,3,0
59177,"['tong1', 'tong4', 'tong9', 'tiao6', 'tiao6', 'wan1', 'wan2', 'wan6', 'dong', 'xi', 'bei', 'bei', 'fc']",[],7,1,2,0,2,0,0,1,0
59178,"['tong1', 'tong3', 'tong3', 'tong7', 'tiao4', 'tiao8', 'tiao9', 'wan4', 'wan7', 'wan9', 'xi', 'hz', 'fc']","['flower4', 'flower4']",5,3,1,2,1,0,0,3,0
59179,"['tong1', 'tong4', 'tong4', 'tong8', 'tong9', 'tiao3', 'tiao5', 'tiao9', 'wan2', 'wan3', 'wan3', 'wan8', 'fc']",['flower3'],7,2,1,1,2,0,0,3,0
59180,"['tong1', 'tong2', 'tong7', 'tong7', 'tong7', 'tong9', 'tiao2', 'tiao4', 'tiao5', 'tiao5', 'wan2', 'wan3', 'wan6']","['flower1', 'flower2', 'flower4']",15,3,2,3,2,1,0,7,0
59181,"['tong2', 'tong3', 'tong6', 'tong9', 'tiao4', 'tiao6', 'tiao7', 'wan2', 'wan4', 'wan8', 'dong', 'hz', 'fc']",[],5,1,4,0,0,0,0,4,0
59182,"['tong2', 'tong3', 'tong5', 'tong5', 'tong9', 'tiao2', 'tiao4', 'tiao6', 'wan2', 'wan4', 'nan', 'xi', 'bei']",[],8,4,2,0,1,0,0,5,0
59183,"['tong1', 'tong3', 'tong5', 'tong6', 'tiao1', 'tiao3', 'tiao8', 'tiao8', 'tiao9', 'wan1', 'wan5', 'wan7', 'nan']",[],10,4,2,0,1,0,0,7,0
59184,"['tong2', 'tong2', 'tong3', 'tong9', 'tiao1', 'tiao7', 'tiao9', 'wan5', 'wan7', 'nan', 'bei', 'bb']","['flower1', 'flower2', 'flower2']",6,4,3,3,1,0,0,4,0
59185,"['tong5', 'tiao4', 'tiao9', 'wan2', 'wan3', 'nan', 'xi', 'xi', 'xi', 'bei', 'bb', 'bb', 'fc']",[],18,3,3,0,2,1,0,1,0
59186,"['tong2', 'tong3', 'tong4', 'tong5', 'tong9', 'tiao1', 'tiao5', 'wan3', 'wan4', 'wan5', 'xi', 'hz', 'fc']",['flower3'],5,4,4,1,0,0,0,5,0
59187,"['tong6', 'tong7', 'tong7', 'tong8', 'tong9', 'tiao5', 'tiao6', 'tiao7', 'tiao9', 'wan1', 'wan7', 'dong', 'bb']",[],10,2,4,0,1,0,0,7,0
59188,"['tong1', 'tong4', 'tong5', 'tong6', 'tiao1', 'tiao3', 'tiao4', 'tiao8', 'wan2', 'wan2', 'wan4', 'hz', 'fc']",['flower3'],8,2,1,1,1,0,0,6,0
59189,"['tong2', 'tong5', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao9', 'wan1', 'wan5', 'wan8', 'hz', 'bb', 'bb']","['flower1', 'flower2']",6,3,4,2,1,0,0,3,0
59190,"['tong7', 'tong9', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao9', 'wan1', 'wan2', 'wan4', 'xi', 'hz', 'hz']",[],10,3,4,0,1,0,0,6,0
59191,"['tong5', 'tong6', 'tong6', 'tong7', 'tiao1', 'tiao2', 'tiao4', 'tiao5', 'tiao7', 'wan4', 'bei', 'hz', 'fc']","['flower1', 'flower2']",11,1,2,2,1,0,0,7,0
59192,"['tong4', 'tong6', 'tong7', 'tiao2', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao6', 'tiao7', 'tiao8', 'wan6', 'fc']",['flower4'],11,2,3,1,1,0,0,9,0
59193,"['tong7', 'tong8', 'tong8', 'tiao1', 'tiao2', 'tiao5', 'tiao5', 'tiao7', 'wan1', 'wan2', 'wan5', 'wan6', 'fc']","['flower1', 'flower2']",10,3,4,2,2,0,0,6,0
59194,"['tong1', 'tong9', 'tiao2', 'tiao6', 'wan1', 'wan1', 'wan3', 'wan7', 'wan9', 'wan9', 'dong', 'dong', 'fc']","['flower2', 'flower4']",11,1,4,2,3,0,0,3,0
59195,"['tong6', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao2', 'tiao8', 'wan2', 'wan2', 'wan5', 'wan7', 'dong', 'xi']","['flower2', 'flower3']",8,4,3,2,1,0,0,5,0
59196,"['tong2', 'tong4', 'tong8', 'tiao2', 'tiao7', 'wan1', 'wan6', 'wan7', 'wan9', 'dong', 'nan', 'bb', 'bb']","['flower2', 'flower3']",7,4,2,2,1,0,0,3,0
59197,"['tong2', 'tong5', 'tong6', 'tong7', 'tiao2', 'tiao5', 'wan3', 'wan6', 'wan7', 'dong', 'dong', 'xi', 'bb']",[],7,3,4,0,1,0,0,3,0
59198,"['tong2', 'tong3', 'tong4', 'tong7', 'tiao2', 'tiao3', 'tiao3', 'wan9', 'dong', 'dong', 'nan', 'xi', 'fc']",[],9,3,2,0,2,0,0,3,0
59199,"['tong5', 'tong6', 'tiao1', 'tiao3', 'tiao3', 'wan2', 'wan6', 'wan9', 'dong', 'nan', 'nan', 'nan', 'bei']",[],12,4,4,0,2,1,0,2,0
59200,"['tong2', 'tong3', 'tong3', 'tong9', 'tiao3', 'tiao4', 'tiao6', 'wan3', 'wan7', 'wan8', 'dong', 'nan', 'fc']",[],7,1,4,0,1,0,0,4,0
59201,"['tong4', 'tong7', 'tiao8', 'tiao9', 'tiao9', 'wan1', 'wan1', 'wan4', 'wan5', 'wan6', 'wan9', 'bei', 'hz']",[],8,2,3,0,2,0,0,3,0
59202,"['tong5', 'tiao4', 'tiao5', 'tiao7', 'tiao8', 'tiao8', 'tiao9', 'wan4', 'wan6', 'wan8', 'nan', 'bei', 'bb']",['flower2'],9,4,4,1,1,0,0,7,0
59203,"['tong4', 'tong6', 'tong6', 'tiao5', 'tiao5', 'tiao5', 'tiao6', 'tiao7', 'wan1', 'wan1', 'wan2', 'dong', 'hz']","['flower1', 'flower4']",17,1,3,2,3,1,0,7,0
59204,"['tong1', 'tong2', 'tong4', 'tong6', 'tong8', 'tong8', 'tiao8', 'tiao8', 'wan2', 'wan6', 'wan8', 'xi', 'hz']",[],10,3,2,0,2,0,0,5,0
59205,"['tong1', 'tong2', 'tong2', 'tong3', 'tong9', 'tiao3', 'tiao5', 'wan2', 'wan3', 'wan4', 'wan4', 'wan8', 'dong']",[],11,3,3,0,2,0,0,6,0
59206,"['tong4', 'tong6', 'tong9', 'tong9', 'tiao1', 'tiao4', 'tiao9', 'wan1', 'wan3', 'wan7', 'wan8', 'wan9', 'dong']",[],7,1,1,0,1,0,0,4,0
59207,"['tong1', 'tong9', 'tiao1', 'tiao2', 'tiao5', 'wan1', 'wan2', 'wan3', 'wan6', 'wan8', 'wan8', 'nan', 'bei']",[],7,3,4,0,1,0,0,4,0
59208,"['tong2', 'tong4', 'tong7', 'tong7', 'tiao2', 'tiao5', 'tiao8', 'tiao9', 'wan4', 'wan6', 'xi', 'xi', 'bei']",['flower1'],8,3,4,1,2,0,0,3,0
59209,"['tong5', 'tong7', 'tong7', 'tiao3', 'tiao4', 'tiao9', 'wan2', 'wan5', 'wan6', 'wan7', 'wan8', 'hz', 'bb']",[],8,3,4,0,1,0,0,5,0
59210,"['tong1', 'tong3', 'tong4', 'tong4', 'tong5', 'tong5', 'tiao1', 'tiao1', 'wan5', 'wan8', 'xi', 'hz', 'fc']",[],11,4,3,0,3,0,0,4,0
59211,"['tong3', 'tong4', 'tong5', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'tiao6', 'tiao7', 'wan9', 'bei', 'bb']",['flower3'],8,4,3,1,0,0,0,7,0
59212,"['tong1', 'tong3', 'tong3', 'tong6', 'tong8', 'tiao2', 'tiao5', 'tiao6', 'tiao9', 'dong', 'xi', 'bei', 'fc']",[],10,2,2,0,1,0,0,3,1
59213,"['tong1', 'tong1', 'tong6', 'tong9', 'tiao4', 'tiao8', 'wan1', 'wan5', 'wan5', 'wan8', 'dong', 'dong', 'bb']","['flower1', 'flower3']",9,3,1,2,3,0,0,0,0
59214,"['tong4', 'tong9', 'tong9', 'tiao4', 'tiao5', 'wan1', 'wan1', 'wan5', 'wan5', 'wan7', 'wan9', 'bei', 'fc']",['flower2'],11,4,2,1,3,0,0,4,0
59215,"['tong2', 'tong9', 'tiao1', 'tiao4', 'tiao6', 'tiao8', 'wan1', 'wan3', 'wan4', 'wan6', 'wan7', 'wan9', 'bb']",[],8,1,3,0,0,0,0,7,0
59216,"['tong2', 'tong2', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao7', 'tiao9', 'wan4', 'wan5', 'wan6', 'wan7', 'xi']",['flower4'],11,4,2,1,1,0,0,8,0
59217,"['tong1', 'tong2', 'tong5', 'tong7', 'tiao2', 'tiao2', 'tiao3', 'tiao6', 'wan2', 'wan2', 'wan7', 'bei', 'bei']","['flower1', 'flower4']",12,4,2,2,3,0,0,4,0
59218,"['tong1', 'tong3', 'tong5', 'tong5', 'tong6', 'tong6', 'tiao2', 'tiao2', 'tiao5', 'tiao6', 'wan2', 'bb', 'fc']",[],12,2,3,0,3,0,0,5,0
59219,"['tong6', 'tong6', 'tiao1', 'tiao2', 'tiao3', 'wan2', 'wan4', 'wan4', 'wan5', 'wan7', 'wan9', 'dong', 'bb']",['flower4'],11,3,2,1,2,0,0,7,0
59220,"['tong6', 'tong7', 'tong9', 'tiao3', 'wan3', 'wan5', 'wan6', 'wan8', 'wan9', 'nan', 'hz', 'hz']","['flower2', 'flower4']",10,2,3,2,1,0,0,6,0
59221,"['tong2', 'tong7', 'tong9', 'tiao5', 'tiao6', 'tiao6', 'tiao8', 'tiao8', 'wan1', 'wan2', 'wan5', 'wan8', 'xi']",['flower3'],10,3,1,1,2,0,0,5,0
59222,"['tong1', 'tong5', 'tong5', 'tong8', 'tong8', 'tiao7', 'wan2', 'wan3', 'wan4', 'dong', 'hz', 'bb', 'bb']",[],10,2,4,0,3,0,0,2,0
59223,"['tong1', 'tong5', 'tong6', 'tong8', 'tiao6', 'tiao9', 'wan2', 'wan3', 'wan4', 'wan6', 'wan8', 'bei', 'fc']",[],7,2,2,0,0,0,0,6,0
59224,"['tong1', 'tong5', 'tong6', 'tong9', 'tiao4', 'tiao8', 'tiao9', 'wan5', 'wan6', 'wan8', 'wan9', 'dong', 'xi']",['flower3'],6,2,3,1,0,0,0,5,0
59225,"['tong6', 'tong8', 'tiao1', 'tiao3', 'tiao8', 'wan3', 'wan4', 'wan5', 'wan6', 'wan7', 'nan', 'xi', 'hz']",[],7,1,1,0,0,0,0,6,0
59226,"['tong2', 'tong4', 'tong8', 'tiao4', 'tiao7', 'tiao7', 'tiao8', 'wan2', 'wan5', 'nan', 'xi', 'bei', 'fc']","['flower1', 'flower1']",6,2,1,2,1,0,0,3,0
59227,"['tong1', 'tong5', 'tong6', 'tong9', 'tiao5', 'tiao5', 'wan2', 'wan5', 'wan7', 'wan9', 'hz', 'fc', 'fc']","['flower2', 'flower4']",9,1,4,2,2,0,0,3,0
59228,"['tong2', 'tong3', 'tong6', 'tong8', 'tong9', 'tong9', 'tiao3', 'tiao4', 'tiao9', 'wan5', 'wan5', 'dong', 'dong']",[],12,1,4,0,3,0,0,4,0
59229,"['tong1', 'tong4', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao4', 'tiao5', 'tiao7', 'wan2', 'wan5', 'wan7', 'hz']",['flower2'],11,2,2,1,1,0,0,7,0
59230,"['tong4', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao7', 'wan1', 'wan2', 'wan9', 'dong', 'xi', 'bei', 'bei']",['flower3'],7,3,4,1,1,0,0,3,0
59231,"['tong5', 'tong7', 'tong9', 'tiao3', 'tiao4', 'tiao8', 'tiao8', 'wan9', 'dong', 'dong', 'xi', 'bei', 'fc']",[],9,1,2,0,2,0,0,3,0
59232,"['tong4', 'tong5', 'tong7', 'tong9', 'tiao1', 'tiao1', 'tiao5', 'wan2', 'wan5', 'wan9', 'hz', 'hz', 'hz']","['flower1', 'flower3']",12,4,2,2,2,1,0,3,0
59233,"['tong2', 'tong3', 'tong4', 'tong6', 'tong6', 'tiao2', 'tiao2', 'tiao5', 'wan2', 'wan8', 'nan', 'xi', 'bb']",['flower2'],8,1,2,1,2,0,0,3,0
59234,"['tong2', 'tong2', 'tong5', 'tong7', 'tong8', 'tiao5', 'wan4', 'wan7', 'wan8', 'dong', 'dong', 'hz', 'fc']",[],9,4,2,0,2,0,0,3,0
59235,"['tong2', 'tong2', 'tong3', 'tiao7', 'tiao8', 'tiao8', 'wan1', 'wan3', 'wan7', 'nan', 'bei', 'hz', 'bb']",['flower3'],8,1,4,1,2,0,0,4,0
59236,"['tong8', 'tiao2', 'tiao4', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan6', 'wan9', 'dong', 'xi', 'bei', 'bei']",[],8,1,2,0,1,0,0,4,0
59237,"['tong7', 'tiao3', 'tiao4', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan4', 'wan5', 'wan9', 'bei', 'bei', 'hz']",[],11,2,3,0,2,0,0,5,0
59238,"['tong5', 'tong6', 'tong9', 'tiao1', 'tiao3', 'tiao5', 'tiao6', 'wan4', 'wan5', 'wan5', 'wan8', 'wan8', 'bei']",[],10,1,3,0,2,0,0,5,0
59239,"['tong1', 'tong5', 'tong8', 'tong9', 'tiao1', 'tiao2', 'tiao4', 'wan3', 'wan6', 'wan7', 'bei', 'bb', 'fc']",['flower3'],5,2,3,1,0,0,0,4,0
59240,"['tong6', 'tong7', 'tong9', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao5', 'nan', 'bei', 'bb', 'fc']",[],13,4,1,0,1,0,0,6,1
59241,"['tong7', 'tiao2', 'tiao4', 'tiao8', 'tiao8', 'tiao9', 'wan2', 'wan3', 'wan5', 'wan6', 'wan7', 'wan9', 'dong']",[],11,2,1,0,1,0,0,8,0
59242,"['tong1', 'tong2', 'tong3', 'tong4', 'tiao4', 'tiao4', 'tiao9', 'wan6', 'wan8', 'wan9', 'nan', 'bei', 'fc']","['flower2', 'flower4']",8,1,4,2,1,0,0,5,0
59243,"['tong3', 'tong8', 'tiao7', 'wan1', 'wan1', 'wan1', 'wan2', 'wan4', 'wan4', 'wan8', 'dong', 'hz', 'fc']",[],12,2,2,0,2,1,0,4,0
59244,"['tong3', 'tong7', 'tiao5', 'tiao9', 'wan2', 'wan6', 'wan9', 'wan9', 'bei', 'hz', 'bb', 'bb', 'fc']",[],6,1,2,0,2,0,0,0,0
59245,"['tong2', 'tong3', 'tong5', 'tong9', 'tiao2', 'tiao2', 'tiao3', 'wan3', 'wan5', 'wan6', 'bei', 'hz', 'fc']","['flower3', 'flower4']",9,2,3,2,1,0,0,6,0
59246,"['tong1', 'tong2', 'tong5', 'tong6', 'tiao6', 'tiao7', 'wan1', 'wan2', 'wan5', 'wan6', 'dong', 'bb']","['flower1', 'flower3']",5,2,4,2,0,0,0,5,0
59247,"['tong2', 'tong4', 'tong8', 'tiao1', 'tiao4', 'tiao4', 'wan2', 'wan3', 'wan3', 'wan5', 'wan9', 'dong', 'bei']",[],9,3,1,0,2,0,0,4,0
59248,"['tong2', 'tong3', 'tong4', 'tong4', 'tong7', 'tiao1', 'tiao8', 'wan1', 'wan6', 'wan6', 'wan9', 'xi', 'xi']",['flower4'],9,2,1,1,3,0,0,2,0
59249,"['tong2', 'tong9', 'tiao1', 'tiao1', 'tiao4', 'tiao4', 'tiao8', 'wan5', 'wan8', 'wan9', 'xi', 'bei', 'fc']",[],6,3,3,0,2,0,0,1,0
59250,"['tong2', 'tong3', 'tiao3', 'tiao5', 'tiao7', 'tiao8', 'tiao8', 'wan4', 'wan6', 'wan9', 'dong', 'nan', 'bei']",[],8,2,1,0,1,0,0,5,0
59251,"['tong2', 'tong3', 'tong6', 'tong9', 'tiao2', 'tiao5', 'tiao8', 'wan2', 'wan2', 'wan6', 'dong', 'hz', 'bb']",['flower1'],4,1,4,1,1,0,0,1,0
59252,"['tong2', 'tong4', 'tong6', 'tong6', 'tong7', 'tong8', 'tiao1', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan2', 'bei']",['flower1'],9,3,3,1,1,0,0,7,0
59253,"['tong2', 'tong2', 'tong7', 'tiao3', 'tiao5', 'tiao6', 'wan1', 'wan5', 'wan9', 'dong', 'bei', 'hz', 'bb']",['flower3'],5,2,3,1,1,0,0,2,0
59254,"['tong1', 'tong4', 'tong4', 'tong5', 'tiao1', 'tiao1', 'tiao2', 'tiao6', 'wan1', 'wan1', 'wan5', 'bei', 'fc']",[],11,4,2,0,3,0,0,4,0
59255,"['tong3', 'tong5', 'tong8', 'tong8', 'tiao1', 'tiao5', 'tiao6', 'tiao9', 'wan4', 'wan5', 'wan7', 'wan8', 'fc']",['flower4'],8,4,1,1,1,0,0,5,0
59256,"['tong2', 'tong3', 'tong4', 'tong9', 'tiao3', 'tiao9', 'wan4', 'wan7', 'wan7', 'wan7', 'dong', 'nan', 'bb']",[],8,4,1,0,1,1,0,2,0
59257,"['tong2', 'tong3', 'tong4', 'tiao5', 'tiao9', 'tiao9', 'wan3', 'wan3', 'wan6', 'wan8', 'dong', 'nan', 'hz']","['flower1', 'flower4']",9,4,4,2,2,0,0,3,0
59258,"['tong6', 'tong6', 'tong9', 'tiao2', 'tiao7', 'tiao9', 'wan1', 'wan2', 'wan7', 'wan9', 'nan', 'xi', 'bb']","['flower2', 'flower2', 'flower3']",6,2,4,3,1,0,0,3,0
59259,"['tong1', 'tong2', 'tong9', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'wan3', 'wan6', 'wan8', 'xi', 'bei', 'hz']",['flower3'],4,1,4,1,0,0,0,4,0
59260,"['tong2', 'tong4', 'tong6', 'tiao3', 'tiao3', 'tiao5', 'wan3', 'wan3', 'wan7', 'wan9', 'xi', 'bei', 'bb']",[],10,3,4,0,2,0,0,5,0
59261,"['tong2', 'tong3', 'tong4', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao6', 'wan1', 'wan2', 'wan5', 'nan']",['flower3'],7,4,1,1,0,0,0,7,0
59262,"['tong3', 'tong3', 'tong4', 'tong4', 'tong7', 'tiao2', 'tiao3', 'wan2', 'wan2', 'wan3', 'wan5', 'wan6', 'nan']",[],14,4,3,0,3,0,0,7,0
59263,"['tong3', 'tong9', 'tiao2', 'tiao5', 'tiao6', 'tiao6', 'tiao7', 'tiao8', 'wan2', 'wan4', 'wan8', 'xi', 'hz']",['flower3'],7,2,2,1,1,0,0,5,0
